snapshot_id,snapshot_date,factory_id,product_id,opening_stock,production_units,dispatch_units,closing_stock
INV-608347,2025-10-01,FAC-003,HW-PC-10047,25,100,117,8
INV-608348,2025-11-01,FAC-003,HW-PC-10047,20,66,77,9
INV-608349,2025-12-01,FAC-003,HW-PC-10047,24,71,89,6
INV-608350,2026-01-01,FAC-003,HW-PC-10047,26,65,75,16
INV-608351,2026-02-01,FAC-003,HW-PC-10047,19,73,74,18
INV-608352,2026-03-01,FAC-003,HW-PC-10047,17,70,69,18
INV-608353,2023-04-01,FAC-003,HW-PC-10048,29,70,87,12
INV-608354,2023-05-01,FAC-003,HW-PC-10048,24,73,74,23
INV-608355,2023-06-01,FAC-003,HW-PC-10048,19,58,62,15
INV-608356,2023-07-01,FAC-003,HW-PC-10048,16,52,60,8
INV-608357,2023-08-01,FAC-003,HW-PC-10048,21,54,67,8
INV-608358,2023-09-01,FAC-003,HW-PC-10048,44,100,116,28
INV-608359,2023-10-01,FAC-003,HW-PC-10048,40,97,118,19
INV-608360,2023-11-01,FAC-003,HW-PC-10048,21,72,80,13
INV-608361,2023-12-01,FAC-003,HW-PC-10048,25,58,75,8
INV-608362,2024-01-01,FAC-003,HW-PC-10048,27,74,79,22
INV-608363,2024-02-01,FAC-003,HW-PC-10048,23,57,66,14
INV-608364,2024-03-01,FAC-003,HW-PC-10048,21,62,69,14
INV-608365,2024-04-01,FAC-003,HW-PC-10048,22,70,81,11
INV-608366,2024-05-01,FAC-003,HW-PC-10048,18,74,75,17
INV-608367,2024-06-01,FAC-003,HW-PC-10048,28,65,76,17
INV-608368,2024-07-01,FAC-003,HW-PC-10048,19,54,60,13
INV-608369,2024-08-01,FAC-003,HW-PC-10048,27,64,77,14
INV-608370,2024-09-01,FAC-003,HW-PC-10048,20,97,104,13
INV-608371,2024-10-01,FAC-003,HW-PC-10048,28,99,100,27
INV-608372,2024-11-01,FAC-003,HW-PC-10048,23,75,86,12
INV-608373,2024-12-01,FAC-003,HW-PC-10048,17,57,67,7
INV-608374,2025-01-01,FAC-003,HW-PC-10048,22,64,68,18
INV-608375,2025-02-01,FAC-003,HW-PC-10048,28,65,80,13
INV-608376,2025-03-01,FAC-003,HW-PC-10048,31,75,99,7
INV-608377,2025-04-01,FAC-003,HW-PC-10048,14,74,82,6
INV-608378,2025-05-01,FAC-003,HW-PC-10048,12,59,54,17
INV-608379,2025-06-01,FAC-003,HW-PC-10048,22,63,70,15
INV-608380,2025-07-01,FAC-003,HW-PC-10048,15,48,52,11
INV-608381,2025-08-01,FAC-003,HW-PC-10048,16,61,61,16
INV-608382,2025-09-01,FAC-003,HW-PC-10048,23,86,94,15
INV-608383,2025-10-01,FAC-003,HW-PC-10048,26,92,97,21
INV-608384,2025-11-01,FAC-003,HW-PC-10048,28,64,73,19
INV-608385,2025-12-01,FAC-003,HW-PC-10048,27,73,75,25
INV-608386,2026-01-01,FAC-003,HW-PC-10048,29,76,93,12
INV-608387,2026-02-01,FAC-003,HW-PC-10048,22,65,69,18
INV-608388,2026-03-01,FAC-003,HW-PC-10048,23,57,74,6
INV-608389,2023-04-01,FAC-003,HW-PC-10049,20,54,58,16
INV-608390,2023-05-01,FAC-003,HW-PC-10049,14,48,55,7
INV-608391,2023-06-01,FAC-003,HW-PC-10049,12,55,57,10
INV-608392,2023-07-01,FAC-003,HW-PC-10049,17,45,48,14
INV-608393,2023-08-01,FAC-003,HW-PC-10049,17,42,48,11
INV-608394,2023-09-01,FAC-003,HW-PC-10049,27,68,72,23
INV-608395,2023-10-01,FAC-003,HW-PC-10049,21,77,73,25
INV-608396,2023-11-01,FAC-003,HW-PC-10049,10,46,43,13
INV-608397,2023-12-01,FAC-003,HW-PC-10049,13,52,60,5
INV-608398,2024-01-01,FAC-003,HW-PC-10049,15,50,54,11
INV-608399,2024-02-01,FAC-003,HW-PC-10049,16,52,52,16
INV-608400,2024-03-01,FAC-003,HW-PC-10049,16,55,54,17
INV-608401,2024-04-01,FAC-003,HW-PC-10049,18,50,54,14
INV-608402,2024-05-01,FAC-003,HW-PC-10049,19,54,64,9
INV-608403,2024-06-01,FAC-003,HW-PC-10049,21,48,55,14
INV-608404,2024-07-01,FAC-003,HW-PC-10049,11,43,48,6
INV-608405,2024-08-01,FAC-003,HW-PC-10049,7,36,39,4
INV-608406,2024-09-01,FAC-003,HW-PC-10049,19,68,75,12
INV-608407,2024-10-01,FAC-003,HW-PC-10049,18,74,72,20
INV-608408,2024-11-01,FAC-003,HW-PC-10049,19,56,62,13
INV-608409,2024-12-01,FAC-003,HW-PC-10049,17,54,56,15
INV-608410,2025-01-01,FAC-003,HW-PC-10049,13,45,53,5
INV-608411,2025-02-01,FAC-003,HW-PC-10049,10,43,49,4
INV-608412,2025-03-01,FAC-003,HW-PC-10049,15,44,46,13
INV-608413,2025-04-01,FAC-003,HW-PC-10049,15,51,50,16
INV-608414,2025-05-01,FAC-003,HW-PC-10049,18,51,61,8
INV-608415,2025-06-01,FAC-003,HW-PC-10049,16,52,58,10
INV-608416,2025-07-01,FAC-003,HW-PC-10049,16,44,52,8
INV-608417,2025-08-01,FAC-003,HW-PC-10049,10,43,41,12
INV-608418,2025-09-01,FAC-003,HW-PC-10049,27,64,82,9
INV-608419,2025-10-01,FAC-003,HW-PC-10049,18,71,68,21
INV-608420,2025-11-01,FAC-003,HW-PC-10049,23,55,60,18
INV-608421,2025-12-01,FAC-003,HW-PC-10049,16,54,57,13
INV-608422,2026-01-01,FAC-003,HW-PC-10049,18,53,64,7
INV-608423,2026-02-01,FAC-003,HW-PC-10049,12,43,44,11
INV-608424,2026-03-01,FAC-003,HW-PC-10049,15,47,50,12
INV-608425,2023-04-01,FAC-003,HW-PC-10050,18,48,57,9
INV-608426,2023-05-01,FAC-003,HW-PC-10050,13,52,52,13
INV-608427,2023-06-01,FAC-003,HW-PC-10050,9,42,40,11
INV-608428,2023-07-01,FAC-003,HW-PC-10050,12,36,45,3
INV-608429,2023-08-01,FAC-003,HW-PC-10050,14,37,39,12
INV-608430,2023-09-01,FAC-003,HW-PC-10050,26,73,92,7
INV-608431,2023-10-01,FAC-003,HW-PC-10050,17,61,59,19
INV-608432,2023-11-01,FAC-003,HW-PC-10050,20,48,61,7
INV-608433,2023-12-01,FAC-003,HW-PC-10050,17,53,64,6
INV-608434,2024-01-01,FAC-003,HW-PC-10050,11,49,55,5
INV-608435,2024-02-01,FAC-003,HW-PC-10050,9,46,42,13
INV-608436,2024-03-01,FAC-003,HW-PC-10050,17,51,54,14
INV-608437,2024-04-01,FAC-003,HW-PC-10050,20,53,68,5
INV-608438,2024-05-01,FAC-003,HW-PC-10050,20,51,63,8
INV-608439,2024-06-01,FAC-003,HW-PC-10050,12,46,49,9
INV-608440,2024-07-01,FAC-003,HW-PC-10050,9,36,38,7
INV-608441,2024-08-01,FAC-003,HW-PC-10050,8,37,37,8
INV-608442,2024-09-01,FAC-003,HW-PC-10050,30,74,89,15
INV-608443,2024-10-01,FAC-003,HW-PC-10050,20,69,70,19
INV-608444,2024-11-01,FAC-003,HW-PC-10050,17,44,51,10
INV-608445,2024-12-01,FAC-003,HW-PC-10050,20,54,58,16
INV-608446,2025-01-01,FAC-003,HW-PC-10050,15,50,54,11
INV-608447,2025-02-01,FAC-003,HW-PC-10050,22,50,65,7
INV-608448,2025-03-01,FAC-003,HW-PC-10050,11,56,52,15
INV-608449,2025-04-01,FAC-003,HW-PC-10050,11,43,45,9
INV-608450,2025-05-01,FAC-003,HW-PC-10050,16,52,63,5
INV-608451,2025-06-01,FAC-003,HW-PC-10050,13,56,63,6
INV-608452,2025-07-01,FAC-003,HW-PC-10050,13,42,49,6
INV-608453,2025-08-01,FAC-003,HW-PC-10050,15,37,45,7
INV-608454,2025-09-01,FAC-003,HW-PC-10050,34,77,94,17
INV-608455,2025-10-01,FAC-003,HW-PC-10050,14,61,61,14
INV-608456,2025-11-01,FAC-003,HW-PC-10050,17,44,49,12
INV-608457,2025-12-01,FAC-003,HW-PC-10050,21,57,61,17
INV-608458,2026-01-01,FAC-003,HW-PC-10050,15,49,54,10
INV-608459,2026-02-01,FAC-003,HW-PC-10050,10,50,53,7
INV-608460,2026-03-01,FAC-003,HW-PC-10050,19,49,62,6
INV-608461,2023-04-01,FAC-003,HW-PC-10051,16,43,55,4
INV-608462,2023-05-01,FAC-003,HW-PC-10051,12,49,47,14
INV-608463,2023-06-01,FAC-003,HW-PC-10051,12,46,48,10
INV-608464,2023-07-01,FAC-003,HW-PC-10051,11,44,41,14
INV-608465,2023-08-01,FAC-003,HW-PC-10051,16,40,47,9
INV-608466,2023-09-01,FAC-003,HW-PC-10051,25,79,83,21
INV-608467,2023-10-01,FAC-003,HW-PC-10051,23,63,73,13
INV-608468,2023-11-01,FAC-003,HW-PC-10051,19,51,62,8
INV-608469,2023-12-01,FAC-003,HW-PC-10051,17,43,51,9
INV-608470,2024-01-01,FAC-003,HW-PC-10051,16,48,55,9
INV-608471,2024-02-01,FAC-003,HW-PC-10051,13,44,46,11
INV-608472,2024-03-01,FAC-003,HW-PC-10051,10,47,44,13
INV-608473,2024-04-01,FAC-003,HW-PC-10051,12,44,52,4
INV-608474,2024-05-01,FAC-003,HW-PC-10051,13,45,47,11
INV-608475,2024-06-01,FAC-003,HW-PC-10051,11,54,51,14
INV-608476,2024-07-01,FAC-003,HW-PC-10051,17,38,47,8
INV-608477,2024-08-01,FAC-003,HW-PC-10051,9,37,36,10
INV-608478,2024-09-01,FAC-003,HW-PC-10051,24,62,73,13
INV-608479,2024-10-01,FAC-003,HW-PC-10051,20,72,79,13
INV-608480,2024-11-01,FAC-003,HW-PC-10051,12,46,51,7
INV-608481,2024-12-01,FAC-003,HW-PC-10051,15,44,54,5
INV-608482,2025-01-01,FAC-003,HW-PC-10051,18,44,47,15
INV-608483,2025-02-01,FAC-003,HW-PC-10051,16,47,54,9
INV-608484,2025-03-01,FAC-003,HW-PC-10051,17,43,56,4
INV-608485,2025-04-01,FAC-003,HW-PC-10051,19,45,55,9
INV-608486,2025-05-01,FAC-003,HW-PC-10051,13,56,62,7
INV-608487,2025-06-01,FAC-003,HW-PC-10051,18,43,53,8
INV-608488,2025-07-01,FAC-003,HW-PC-10051,9,40,44,5
INV-608489,2025-08-01,FAC-003,HW-PC-10051,12,43,46,9
INV-608490,2025-09-01,FAC-003,HW-PC-10051,21,76,74,23
INV-608491,2025-10-01,FAC-003,HW-PC-10051,23,78,82,19
INV-608492,2025-11-01,FAC-003,HW-PC-10051,19,45,50,14
INV-608493,2025-12-01,FAC-003,HW-PC-10051,21,52,55,18
INV-608494,2026-01-01,FAC-003,HW-PC-10051,16,54,61,9
INV-608495,2026-02-01,FAC-003,HW-PC-10051,17,48,52,13
INV-608496,2026-03-01,FAC-003,HW-PC-10051,18,42,45,15
INV-608497,2023-04-01,FAC-003,HW-PC-10053,19,48,53,14
INV-608498,2023-05-01,FAC-003,HW-PC-10053,17,55,59,13
INV-608499,2023-06-01,FAC-003,HW-PC-10053,14,52,54,12
INV-608500,2023-07-01,FAC-003,HW-PC-10053,12,45,45,12
INV-608501,2023-08-01,FAC-003,HW-PC-10053,18,46,54,10
INV-608502,2023-09-01,FAC-003,HW-PC-10053,26,70,81,15
INV-608503,2023-10-01,FAC-003,HW-PC-10053,30,68,76,22
INV-608504,2023-11-01,FAC-003,HW-PC-10053,21,51,63,9
INV-608505,2023-12-01,FAC-003,HW-PC-10053,15,55,56,14
INV-608506,2024-01-01,FAC-003,HW-PC-10053,16,55,63,8
INV-608507,2024-02-01,FAC-003,HW-PC-10053,17,44,52,9
INV-608508,2024-03-01,FAC-003,HW-PC-10053,14,46,53,7
INV-608509,2024-04-01,FAC-003,HW-PC-10053,15,42,48,9
INV-608510,2024-05-01,FAC-003,HW-PC-10053,17,45,50,12
INV-608511,2024-06-01,FAC-003,HW-PC-10053,14,46,53,7
INV-608512,2024-07-01,FAC-003,HW-PC-10053,11,47,48,10
INV-608513,2024-08-01,FAC-003,HW-PC-10053,14,36,41,9
INV-608514,2024-09-01,FAC-003,HW-PC-10053,20,74,86,8
INV-608515,2024-10-01,FAC-003,HW-PC-10053,30,70,76,24
INV-608516,2024-11-01,FAC-003,HW-PC-10053,19,50,60,9
INV-608517,2024-12-01,FAC-003,HW-PC-10053,18,42,48,12
INV-608518,2025-01-01,FAC-003,HW-PC-10053,14,46,51,9
INV-608519,2025-02-01,FAC-003,HW-PC-10053,15,53,56,12
INV-608520,2025-03-01,FAC-003,HW-PC-10053,14,50,59,5
INV-608521,2025-04-01,FAC-003,HW-PC-10053,17,55,54,18
INV-608522,2025-05-01,FAC-003,HW-PC-10053,12,56,54,14
INV-608523,2025-06-01,FAC-003,HW-PC-10053,10,44,49,5
INV-608524,2025-07-01,FAC-003,HW-PC-10053,18,43,48,13
INV-608525,2025-08-01,FAC-003,HW-PC-10053,18,42,54,6
INV-608526,2025-09-01,FAC-003,HW-PC-10053,18,74,83,9
INV-608527,2025-10-01,FAC-003,HW-PC-10053,21,66,75,12
INV-608528,2025-11-01,FAC-003,HW-PC-10053,19,51,61,9
INV-608529,2025-12-01,FAC-003,HW-PC-10053,13,43,49,7
INV-608530,2026-01-01,FAC-003,HW-PC-10053,12,46,44,14
INV-608531,2026-02-01,FAC-003,HW-PC-10053,21,48,55,14
INV-608532,2026-03-01,FAC-003,HW-PC-10053,19,50,51,18
INV-608533,2023-04-01,FAC-003,HW-PC-10055,11,55,51,15
INV-608534,2023-05-01,FAC-003,HW-PC-10055,13,47,55,5
INV-608535,2023-06-01,FAC-003,HW-PC-10055,15,42,44,13
INV-608536,2023-07-01,FAC-003,HW-PC-10055,18,46,54,10
INV-608537,2023-08-01,FAC-003,HW-PC-10055,13,38,39,12
INV-608538,2023-09-01,FAC-003,HW-PC-10055,22,63,80,5
INV-608539,2023-10-01,FAC-003,HW-PC-10055,27,78,90,15
INV-608540,2023-11-01,FAC-003,HW-PC-10055,19,57,63,13
INV-608541,2023-12-01,FAC-003,HW-PC-10055,14,56,53,17
INV-608542,2024-01-01,FAC-003,HW-PC-10055,11,52,51,12
INV-608543,2024-02-01,FAC-003,HW-PC-10055,16,48,60,4
INV-608544,2024-03-01,FAC-003,HW-PC-10055,13,45,45,13
INV-608545,2024-04-01,FAC-003,HW-PC-10055,19,51,59,11
INV-608546,2024-05-01,FAC-003,HW-PC-10055,16,46,53,9
INV-608547,2024-06-01,FAC-003,HW-PC-10055,13,45,48,10
INV-608548,2024-07-01,FAC-003,HW-PC-10055,19,48,60,7
INV-608549,2024-08-01,FAC-003,HW-PC-10055,18,47,60,5
INV-608550,2024-09-01,FAC-003,HW-PC-10055,18,60,70,8
INV-608551,2024-10-01,FAC-003,HW-PC-10055,17,71,71,17
INV-608552,2024-11-01,FAC-003,HW-PC-10055,12,47,48,11
INV-608553,2024-12-01,FAC-003,HW-PC-10055,20,50,62,8
INV-608554,2025-01-01,FAC-003,HW-PC-10055,23,55,64,14
INV-608555,2025-02-01,FAC-003,HW-PC-10055,10,47,53,4
INV-608556,2025-03-01,FAC-003,HW-PC-10055,16,43,48,11
INV-608557,2025-04-01,FAC-003,HW-PC-10055,17,56,66,7
INV-608558,2025-05-01,FAC-003,HW-PC-10055,12,46,50,8
INV-608559,2025-06-01,FAC-003,HW-PC-10055,18,57,70,5
INV-608560,2025-07-01,FAC-003,HW-PC-10055,18,46,53,11
INV-608561,2025-08-01,FAC-003,HW-PC-10055,10,41,48,3
INV-608562,2025-09-01,FAC-003,HW-PC-10055,30,79,88,21
INV-608563,2025-10-01,FAC-003,HW-PC-10055,28,64,70,22
INV-608564,2025-11-01,FAC-003,HW-PC-10055,15,55,58,12
INV-608565,2025-12-01,FAC-003,HW-PC-10055,12,54,54,12
INV-608566,2026-01-01,FAC-003,HW-PC-10055,20,56,68,8
INV-608567,2026-02-01,FAC-003,HW-PC-10055,11,53,50,14
INV-608568,2026-03-01,FAC-003,HW-PC-10055,14,49,52,11
INV-608569,2023-04-01,FAC-003,HW-PC-10057,15,76,69,22
INV-608570,2023-05-01,FAC-003,HW-PC-10057,28,70,76,22
INV-608571,2023-06-01,FAC-003,HW-PC-10057,27,74,80,21
INV-608572,2023-07-01,FAC-003,HW-PC-10057,26,62,75,13
INV-608573,2023-08-01,FAC-003,HW-PC-10057,19,55,64,10
INV-608574,2023-09-01,FAC-003,HW-PC-10057,19,87,82,24
INV-608575,2023-10-01,FAC-003,HW-PC-10057,24,91,96,19
INV-608576,2023-11-01,FAC-003,HW-PC-10057,29,70,86,13
INV-608577,2023-12-01,FAC-003,HW-PC-10057,26,81,82,25
INV-608578,2024-01-01,FAC-003,HW-PC-10057,29,72,79,22
INV-608579,2024-02-01,FAC-003,HW-PC-10057,18,64,67,15
INV-608580,2024-03-01,FAC-003,HW-PC-10057,15,68,66,17
INV-608581,2024-04-01,FAC-003,HW-PC-10057,22,76,85,13
INV-608582,2024-05-01,FAC-003,HW-PC-10057,24,73,77,20
INV-608583,2024-06-01,FAC-003,HW-PC-10057,15,73,73,15
INV-608584,2024-07-01,FAC-003,HW-PC-10057,15,63,62,16
INV-608585,2024-08-01,FAC-003,HW-PC-10057,12,56,55,13
INV-608586,2024-09-01,FAC-003,HW-PC-10057,33,116,125,24
INV-608587,2024-10-01,FAC-003,HW-PC-10057,38,106,135,9
INV-608588,2024-11-01,FAC-003,HW-PC-10057,31,80,104,7
INV-608589,2024-12-01,FAC-003,HW-PC-10057,23,67,83,7
INV-608590,2025-01-01,FAC-003,HW-PC-10057,33,75,83,25
INV-608591,2025-02-01,FAC-003,HW-PC-10057,31,71,84,18
INV-608592,2025-03-01,FAC-003,HW-PC-10057,16,78,83,11
INV-608593,2025-04-01,FAC-003,HW-PC-10057,24,82,79,27
INV-608594,2025-05-01,FAC-003,HW-PC-10057,26,62,78,10
INV-608595,2025-06-01,FAC-003,HW-PC-10057,13,64,70,7
INV-608596,2025-07-01,FAC-003,HW-PC-10057,15,67,66,16
INV-608597,2025-08-01,FAC-003,HW-PC-10057,22,67,83,6
INV-608598,2025-09-01,FAC-003,HW-PC-10057,37,101,117,21
INV-608599,2025-10-01,FAC-003,HW-PC-10057,34,115,118,31
INV-608600,2025-11-01,FAC-003,HW-PC-10057,28,69,82,15
INV-608601,2025-12-01,FAC-003,HW-PC-10057,23,69,71,21
INV-608602,2026-01-01,FAC-003,HW-PC-10057,16,62,67,11
INV-608603,2026-02-01,FAC-003,HW-PC-10057,31,77,101,7
INV-608604,2026-03-01,FAC-003,HW-PC-10057,27,71,74,24
INV-608605,2023-04-01,FAC-003,HW-PC-10058,19,64,65,18
INV-608606,2023-05-01,FAC-003,HW-PC-10058,24,68,75,17
INV-608607,2023-06-01,FAC-003,HW-PC-10058,22,74,75,21
INV-608608,2023-07-01,FAC-003,HW-PC-10058,13,54,51,16
INV-608609,2023-08-01,FAC-003,HW-PC-10058,25,64,72,17
INV-608610,2023-09-01,FAC-003,HW-PC-10058,39,98,108,29
INV-608611,2023-10-01,FAC-003,HW-PC-10058,29,90,104,15
INV-608612,2023-11-01,FAC-003,HW-PC-10058,28,75,78,25
INV-608613,2023-12-01,FAC-003,HW-PC-10058,18,71,80,9
INV-608614,2024-01-01,FAC-003,HW-PC-10058,21,81,78,24
INV-608615,2024-02-01,FAC-003,HW-PC-10058,15,67,66,16
INV-608616,2024-03-01,FAC-003,HW-PC-10058,32,73,87,18
INV-608617,2024-04-01,FAC-003,HW-PC-10058,15,66,63,18
INV-608618,2024-05-01,FAC-003,HW-PC-10058,25,66,69,22
INV-608619,2024-06-01,FAC-003,HW-PC-10058,27,83,94,16
INV-608620,2024-07-01,FAC-003,HW-PC-10058,21,59,67,13
INV-608621,2024-08-01,FAC-003,HW-PC-10058,15,58,68,5
INV-608622,2024-09-01,FAC-003,HW-PC-10058,29,95,101,23
INV-608623,2024-10-01,FAC-003,HW-PC-10058,21,89,86,24
INV-608624,2024-11-01,FAC-003,HW-PC-10058,23,77,90,10
INV-608625,2024-12-01,FAC-003,HW-PC-10058,19,77,82,14
INV-608626,2025-01-01,FAC-003,HW-PC-10058,27,78,91,14
INV-608627,2025-02-01,FAC-003,HW-PC-10058,16,78,84,10
INV-608628,2025-03-01,FAC-003,HW-PC-10058,23,68,72,19
INV-608629,2025-04-01,FAC-003,HW-PC-10058,25,80,92,13
INV-608630,2025-05-01,FAC-003,HW-PC-10058,33,79,100,12
INV-608631,2025-06-01,FAC-003,HW-PC-10058,26,65,79,12
INV-608632,2025-07-01,FAC-003,HW-PC-10058,27,64,72,19
INV-608633,2025-08-01,FAC-003,HW-PC-10058,18,57,67,8
INV-608634,2025-09-01,FAC-003,HW-PC-10058,35,100,113,22
INV-608635,2025-10-01,FAC-003,HW-PC-10058,42,105,115,32
INV-608636,2025-11-01,FAC-003,HW-PC-10058,30,77,89,18
INV-608637,2025-12-01,FAC-003,HW-PC-10058,14,69,75,8
INV-608638,2026-01-01,FAC-003,HW-PC-10058,19,69,71,17
INV-608639,2026-02-01,FAC-003,HW-PC-10058,27,72,89,10
INV-608640,2026-03-01,FAC-003,HW-PC-10058,25,70,84,11
INV-608641,2023-04-01,FAC-003,HW-PC-10059,27,64,80,11
INV-608642,2023-05-01,FAC-003,HW-PC-10059,16,76,84,8
INV-608643,2023-06-01,FAC-003,HW-PC-10059,30,74,98,6
INV-608644,2023-07-01,FAC-003,HW-PC-10059,28,70,73,25
INV-608645,2023-08-01,FAC-003,HW-PC-10059,15,69,77,7
INV-608646,2023-09-01,FAC-003,HW-PC-10059,33,95,96,32
INV-608647,2023-10-01,FAC-003,HW-PC-10059,25,110,112,23
INV-608648,2023-11-01,FAC-003,HW-PC-10059,29,79,81,27
INV-608649,2023-12-01,FAC-003,HW-PC-10059,14,70,74,10
INV-608650,2024-01-01,FAC-003,HW-PC-10059,30,83,89,24
INV-608651,2024-02-01,FAC-003,HW-PC-10059,30,69,78,21
INV-608652,2024-03-01,FAC-003,HW-PC-10059,22,74,86,10
INV-608653,2024-04-01,FAC-003,HW-PC-10059,23,81,91,13
INV-608654,2024-05-01,FAC-003,HW-PC-10059,19,74,74,19
INV-608655,2024-06-01,FAC-003,HW-PC-10059,17,73,82,8
INV-608656,2024-07-01,FAC-003,HW-PC-10059,12,54,54,12
INV-608657,2024-08-01,FAC-003,HW-PC-10059,17,54,58,13
INV-608658,2024-09-01,FAC-003,HW-PC-10059,47,109,140,16
INV-608659,2024-10-01,FAC-003,HW-PC-10059,39,92,108,23
INV-608660,2024-11-01,FAC-003,HW-PC-10059,21,72,74,19
INV-608661,2024-12-01,FAC-003,HW-PC-10059,22,81,89,14
INV-608662,2025-01-01,FAC-003,HW-PC-10059,26,67,84,9
INV-608663,2025-02-01,FAC-003,HW-PC-10059,25,68,82,11
INV-608664,2025-03-01,FAC-003,HW-PC-10059,25,74,85,14
INV-608665,2025-04-01,FAC-003,HW-PC-10059,23,63,72,14
INV-608666,2025-05-01,FAC-003,HW-PC-10059,29,71,75,25
INV-608667,2025-06-01,FAC-003,HW-PC-10059,15,67,62,20
INV-608668,2025-07-01,FAC-003,HW-PC-10059,25,57,65,17
INV-608669,2025-08-01,FAC-003,HW-PC-10059,14,65,68,11
INV-608670,2025-09-01,FAC-003,HW-PC-10059,31,117,136,12
INV-608671,2025-10-01,FAC-003,HW-PC-10059,40,117,127,30
INV-608672,2025-11-01,FAC-003,HW-PC-10059,31,76,83,24
INV-608673,2025-12-01,FAC-003,HW-PC-10059,19,71,72,18
INV-608674,2026-01-01,FAC-003,HW-PC-10059,24,80,85,19
INV-608675,2026-02-01,FAC-003,HW-PC-10059,19,75,74,20
INV-608676,2026-03-01,FAC-003,HW-PC-10059,22,73,76,19
INV-608677,2023-04-01,FAC-003,HW-PC-10060,29,73,93,9
INV-608678,2023-05-01,FAC-003,HW-PC-10060,23,67,82,8
INV-608679,2023-06-01,FAC-003,HW-PC-10060,30,71,93,8
INV-608680,2023-07-01,FAC-003,HW-PC-10060,14,56,55,15
INV-608681,2023-08-01,FAC-003,HW-PC-10060,23,56,73,6
INV-608682,2023-09-01,FAC-003,HW-PC-10060,30,88,101,17
INV-608683,2023-10-01,FAC-003,HW-PC-10060,35,98,124,9
INV-608684,2023-11-01,FAC-003,HW-PC-10060,14,65,59,20
INV-608685,2023-12-01,FAC-003,HW-PC-10060,19,70,74,15
INV-608686,2024-01-01,FAC-003,HW-PC-10060,28,73,83,18
INV-608687,2024-02-01,FAC-003,HW-PC-10060,28,69,89,8
INV-608688,2024-03-01,FAC-003,HW-PC-10060,18,67,77,8
INV-608689,2024-04-01,FAC-003,HW-PC-10060,17,63,67,13
INV-608690,2024-05-01,FAC-003,HW-PC-10060,16,66,68,14
INV-608691,2024-06-01,FAC-003,HW-PC-10060,31,78,103,6
INV-608692,2024-07-01,FAC-003,HW-PC-10060,13,54,60,7
INV-608693,2024-08-01,FAC-003,HW-PC-10060,17,62,62,17
INV-608694,2024-09-01,FAC-003,HW-PC-10060,29,95,97,27
INV-608695,2024-10-01,FAC-003,HW-PC-10060,26,116,134,8
INV-608696,2024-11-01,FAC-003,HW-PC-10060,24,80,93,11
INV-608697,2024-12-01,FAC-003,HW-PC-10060,19,76,77,18
INV-608698,2025-01-01,FAC-003,HW-PC-10060,26,73,84,15
INV-608699,2025-02-01,FAC-003,HW-PC-10060,22,72,79,15
INV-608700,2025-03-01,FAC-003,HW-PC-10060,23,71,87,7
INV-608701,2025-04-01,FAC-003,HW-PC-10060,28,75,89,14
INV-608702,2025-05-01,FAC-003,HW-PC-10060,26,76,77,25
INV-608703,2025-06-01,FAC-003,HW-PC-10060,17,83,82,18
INV-608704,2025-07-01,FAC-003,HW-PC-10060,12,54,59,7
INV-608705,2025-08-01,FAC-003,HW-PC-10060,24,60,67,17
INV-608706,2025-09-01,FAC-003,HW-PC-10060,24,94,103,15
INV-608707,2025-10-01,FAC-003,HW-PC-10060,34,111,119,26
INV-608708,2025-11-01,FAC-003,HW-PC-10060,19,83,86,16
INV-608709,2025-12-01,FAC-003,HW-PC-10060,15,70,68,17
INV-608710,2026-01-01,FAC-003,HW-PC-10060,25,62,75,12
INV-608711,2026-02-01,FAC-003,HW-PC-10060,26,79,91,14
INV-608712,2026-03-01,FAC-003,HW-PC-10060,32,77,83,26
INV-608713,2023-04-01,FAC-003,HW-PC-10061,33,77,104,6
INV-608714,2023-05-01,FAC-003,HW-PC-10061,18,76,72,22
INV-608715,2023-06-01,FAC-003,HW-PC-10061,25,82,84,23
INV-608716,2023-07-01,FAC-003,HW-PC-10061,15,70,76,9
INV-608717,2023-08-01,FAC-003,HW-PC-10061,14,64,63,15
INV-608718,2023-09-01,FAC-003,HW-PC-10061,31,91,103,19
INV-608719,2023-10-01,FAC-003,HW-PC-10061,38,87,102,23
INV-608720,2023-11-01,FAC-003,HW-PC-10061,17,67,65,19
INV-608721,2023-12-01,FAC-003,HW-PC-10061,22,83,87,18
INV-608722,2024-01-01,FAC-003,HW-PC-10061,29,81,90,20
INV-608723,2024-02-01,FAC-003,HW-PC-10061,31,81,89,23
INV-608724,2024-03-01,FAC-003,HW-PC-10061,32,76,91,17
INV-608725,2024-04-01,FAC-003,HW-PC-10061,34,78,99,13
INV-608726,2024-05-01,FAC-003,HW-PC-10061,16,64,69,11
INV-608727,2024-06-01,FAC-003,HW-PC-10061,29,68,80,17
INV-608728,2024-07-01,FAC-003,HW-PC-10061,22,61,70,13
INV-608729,2024-08-01,FAC-003,HW-PC-10061,12,59,61,10
INV-608730,2024-09-01,FAC-003,HW-PC-10061,41,113,127,27
INV-608731,2024-10-01,FAC-003,HW-PC-10061,36,90,118,8
INV-608732,2024-11-01,FAC-003,HW-PC-10061,26,70,79,17
INV-608733,2024-12-01,FAC-003,HW-PC-10061,29,73,78,24
