request_id,request_date,centre_id,product_id,issue_type,severity,status,resolution_days,is_under_warranty,cost_inr
SVC-REQ-743427,2024-09-18,SVC-50129,HW-PC-10042,Safety Valve Issue,Critical,Pending,,True,0
SVC-REQ-743428,2024-11-27,SVC-50057,HW-PC-10043,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-743429,2025-11-04,SVC-50081,HW-PC-10044,Gasket Replacement,Routine,Escalated,4.0,True,0
SVC-REQ-743430,2023-06-17,SVC-50109,HW-PC-10007,Pressure Loss,Critical,Resolved,6.0,True,0
SVC-REQ-743431,2023-12-28,SVC-50056,HW-PC-10040,Vent Weight Lost,Routine,Pending,,True,0
SVC-REQ-743432,2024-12-21,SVC-50080,HW-PC-10052,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-743433,2024-07-10,SVC-50001,HW-PC-10008,Gasket Replacement,Routine,Resolved,3.0,False,250
SVC-REQ-743434,2024-01-20,SVC-50119,HW-PC-10012,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-743435,2024-06-15,SVC-50133,HW-PC-10065,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743436,2026-02-17,SVC-50131,HW-PC-10011,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743437,2023-04-25,SVC-50028,HW-PC-10003,Gasket Replacement,Routine,Escalated,3.0,True,0
SVC-REQ-743438,2023-09-02,SVC-50029,HW-PC-10004,Handle Damage,Routine,Resolved,7.0,True,0
SVC-REQ-743439,2023-04-22,SVC-50124,HW-PC-10026,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-743440,2024-12-27,SVC-50012,HW-PC-10069,Handle Damage,Routine,Pending,,False,150
SVC-REQ-743441,2023-04-16,SVC-50137,HW-PC-10013,Pressure Loss,Critical,Pending,,True,0
SVC-REQ-743442,2024-08-01,SVC-50096,HW-PC-10072,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-743443,2025-10-25,SVC-50074,HW-PC-10069,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743444,2023-07-06,SVC-50128,HW-PC-10040,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-743445,2024-05-06,SVC-50050,HW-PC-10026,Gasket Replacement,Routine,Resolved,7.0,True,0
SVC-REQ-743446,2024-05-17,SVC-50109,HW-PC-10010,Gasket Replacement,Routine,Resolved,2.0,False,150
SVC-REQ-743447,2024-05-03,SVC-50082,HW-PC-10035,Lid Stuck,Critical,Resolved,7.0,False,150
SVC-REQ-743448,2025-06-01,SVC-50084,HW-PC-10017,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-743449,2023-04-06,SVC-50085,HW-PC-10033,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743450,2025-07-24,SVC-50062,HW-PC-10043,Manufacturing Defect,Critical,Resolved,6.0,True,0
SVC-REQ-743451,2025-10-01,SVC-50009,HW-PC-10001,Gasket Replacement,Routine,Resolved,7.0,True,0
SVC-REQ-743452,2024-07-06,SVC-50110,HW-PC-10003,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743453,2025-11-21,SVC-50098,HW-PC-10017,Safety Valve Issue,Critical,Resolved,7.0,False,1500
SVC-REQ-743454,2024-05-20,SVC-50007,HW-PC-10030,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-743455,2025-05-02,SVC-50133,HW-PC-10017,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-743456,2024-05-27,SVC-50078,HW-PC-10003,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-743457,2023-05-12,SVC-50127,HW-PC-10061,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743458,2023-06-22,SVC-50029,HW-PC-10004,Safety Valve Issue,Critical,Resolved,9.0,True,0
SVC-REQ-743459,2024-07-18,SVC-50132,HW-PC-10029,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-743460,2026-03-19,SVC-50140,HW-PC-10059,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-743461,2023-10-08,SVC-50111,HW-PC-10009,Gasket Replacement,Routine,Escalated,4.0,False,250
SVC-REQ-743462,2025-11-29,SVC-50118,HW-PC-10034,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743463,2025-12-20,SVC-50138,HW-PC-10045,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743464,2024-06-15,SVC-50050,HW-PC-10019,Safety Valve Issue,Critical,Resolved,9.0,False,450
SVC-REQ-743465,2024-08-11,SVC-50004,HW-PC-10018,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-743466,2024-09-28,SVC-50129,HW-PC-10002,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-743467,2025-07-12,SVC-50048,HW-PC-10059,Pressure Loss,Critical,Resolved,9.0,False,250
SVC-REQ-743468,2023-08-06,SVC-50073,HW-PC-10006,Safety Valve Issue,Critical,Pending,,False,800
SVC-REQ-743469,2024-03-25,SVC-50104,HW-PC-10005,Vent Weight Lost,Routine,Pending,,True,0
SVC-REQ-743470,2023-09-30,SVC-50086,HW-PC-10006,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-743471,2025-11-13,SVC-50107,HW-PC-10050,Manufacturing Defect,Critical,Resolved,7.0,True,0
SVC-REQ-743472,2023-06-10,SVC-50036,HW-PC-10007,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-743473,2025-06-19,SVC-50091,HW-PC-10020,Manufacturing Defect,Critical,Resolved,6.0,True,0
SVC-REQ-743474,2024-07-16,SVC-50036,HW-PC-10061,Safety Valve Issue,Critical,Resolved,9.0,False,150
SVC-REQ-743475,2025-05-20,SVC-50011,HW-PC-10018,Gasket Replacement,Routine,Escalated,3.0,True,0
SVC-REQ-743476,2025-11-23,SVC-50010,HW-PC-10030,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743477,2024-04-07,SVC-50081,HW-PC-10036,Gasket Replacement,Routine,Escalated,3.0,False,450
SVC-REQ-743478,2023-11-28,SVC-50109,HW-PC-10044,Handle Damage,Routine,Resolved,7.0,True,0
SVC-REQ-743479,2025-03-11,SVC-50076,HW-PC-10010,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-743480,2026-03-28,SVC-50020,HW-PC-10010,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-743481,2025-06-03,SVC-50034,HW-PC-10011,Body Dent,Cosmetic,Pending,,True,0
SVC-REQ-743482,2025-08-11,SVC-50060,HW-PC-10046,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-743483,2025-02-13,SVC-50044,HW-PC-10060,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-743484,2024-05-08,SVC-50059,HW-PC-10017,Handle Damage,Routine,Resolved,4.0,False,1500
SVC-REQ-743485,2025-03-16,SVC-50047,HW-PC-10016,Gasket Replacement,Routine,Resolved,5.0,False,250
SVC-REQ-743486,2023-08-12,SVC-50011,HW-PC-10006,Safety Valve Issue,Critical,Pending,,True,0
SVC-REQ-743487,2024-09-11,SVC-50068,HW-PC-10058,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-743488,2024-12-08,SVC-50110,HW-PC-10041,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743489,2025-12-09,SVC-50040,HW-PC-10002,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-743490,2025-12-20,SVC-50112,HW-PC-10070,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-743491,2023-06-01,SVC-50079,HW-PC-10010,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-743492,2025-02-16,SVC-50125,HW-PC-10045,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-743493,2025-08-12,SVC-50113,HW-PC-10016,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743494,2024-11-05,SVC-50082,HW-PC-10064,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743495,2023-07-04,SVC-50039,HW-PC-10015,Vent Weight Lost,Routine,Resolved,4.0,False,150
SVC-REQ-743496,2023-12-03,SVC-50073,HW-PC-10068,Manufacturing Defect,Critical,Resolved,8.0,True,0
SVC-REQ-743497,2024-03-07,SVC-50073,HW-PC-10022,Lid Stuck,Critical,Resolved,8.0,False,150
SVC-REQ-743498,2025-03-26,SVC-50056,HW-PC-10069,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-743499,2023-06-06,SVC-50024,HW-PC-10009,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-743500,2024-11-17,SVC-50048,HW-PC-10060,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-743501,2023-07-20,SVC-50053,HW-PC-10040,Gasket Replacement,Routine,Resolved,6.0,False,150
SVC-REQ-743502,2024-06-02,SVC-50084,HW-PC-10001,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743503,2024-06-29,SVC-50044,HW-PC-10018,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-743504,2024-07-30,SVC-50052,HW-PC-10024,Safety Valve Issue,Critical,Resolved,8.0,False,450
SVC-REQ-743505,2025-05-17,SVC-50011,HW-PC-10014,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-743506,2023-06-20,SVC-50054,HW-PC-10001,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-743507,2024-01-06,SVC-50093,HW-PC-10026,Manufacturing Defect,Critical,Resolved,6.0,True,0
SVC-REQ-743508,2025-02-28,SVC-50093,HW-PC-10028,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743509,2026-01-17,SVC-50055,HW-PC-10036,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-743510,2025-01-31,SVC-50075,HW-PC-10073,Lid Stuck,Critical,Resolved,6.0,False,1500
SVC-REQ-743511,2025-11-17,SVC-50104,HW-PC-10061,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-743512,2026-02-20,SVC-50048,HW-PC-10066,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743513,2025-11-18,SVC-50050,HW-PC-10001,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-743514,2026-02-25,SVC-50089,HW-PC-10007,Gasket Replacement,Routine,Resolved,5.0,False,150
SVC-REQ-743515,2025-07-20,SVC-50114,HW-PC-10071,Body Dent,Cosmetic,Resolved,4.0,True,0
SVC-REQ-743516,2025-11-21,SVC-50025,HW-PC-10058,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-743517,2024-09-15,SVC-50060,HW-PC-10018,Lid Stuck,Critical,Resolved,12.0,True,0
SVC-REQ-743518,2024-04-14,SVC-50083,HW-PC-10069,Handle Damage,Routine,Resolved,3.0,False,150
SVC-REQ-743519,2026-03-30,SVC-50019,HW-PC-10057,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-743520,2023-07-06,SVC-50108,HW-PC-10045,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-743521,2026-02-06,SVC-50071,HW-PC-10047,Handle Damage,Routine,Resolved,3.0,False,150
SVC-REQ-743522,2024-07-05,SVC-50033,HW-PC-10063,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-743523,2023-04-27,SVC-50106,HW-PC-10011,Safety Valve Issue,Critical,Resolved,6.0,False,150
SVC-REQ-743524,2025-08-20,SVC-50013,HW-PC-10074,Body Dent,Cosmetic,Pending,,True,0
SVC-REQ-743525,2024-07-21,SVC-50005,HW-PC-10072,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-743526,2025-08-15,SVC-50071,HW-PC-10013,Handle Damage,Routine,Resolved,2.0,True,0
SVC-REQ-743527,2023-05-18,SVC-50034,HW-PC-10064,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-743528,2026-02-28,SVC-50032,HW-PC-10009,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-743529,2025-04-05,SVC-50020,HW-PC-10026,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-743530,2023-05-21,SVC-50086,HW-PC-10029,Handle Damage,Routine,Resolved,4.0,False,800
SVC-REQ-743531,2023-04-06,SVC-50032,HW-PC-10005,Pressure Loss,Critical,Escalated,6.0,True,0
SVC-REQ-743532,2024-12-27,SVC-50040,HW-PC-10002,Pressure Loss,Critical,Resolved,6.0,True,0
SVC-REQ-743533,2026-03-03,SVC-50021,HW-PC-10058,Vent Weight Lost,Routine,Resolved,6.0,False,150
SVC-REQ-743534,2024-10-23,SVC-50012,HW-PC-10053,Gasket Replacement,Routine,Resolved,3.0,False,150
SVC-REQ-743535,2024-04-24,SVC-50036,HW-PC-10006,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-743536,2026-01-10,SVC-50013,HW-PC-10061,Manufacturing Defect,Critical,Resolved,9.0,True,0
SVC-REQ-743537,2026-03-12,SVC-50108,HW-PC-10022,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-743538,2025-07-29,SVC-50051,HW-PC-10005,Handle Damage,Routine,Resolved,8.0,True,0
SVC-REQ-743539,2025-05-23,SVC-50112,HW-PC-10001,Gasket Replacement,Routine,Resolved,8.0,False,800
SVC-REQ-743540,2023-04-03,SVC-50026,HW-PC-10061,Body Dent,Cosmetic,Resolved,5.0,True,0
SVC-REQ-743541,2024-03-07,SVC-50140,HW-PC-10014,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-743542,2025-12-25,SVC-50096,HW-PC-10012,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-743543,2024-05-08,SVC-50076,HW-PC-10061,Safety Valve Issue,Critical,Resolved,6.0,False,800
SVC-REQ-743544,2024-04-01,SVC-50043,HW-PC-10001,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-743545,2024-11-06,SVC-50114,HW-PC-10052,Handle Damage,Routine,Resolved,7.0,False,150
SVC-REQ-743546,2024-07-25,SVC-50079,HW-PC-10038,Gasket Replacement,Routine,Pending,,False,150
SVC-REQ-743547,2025-10-25,SVC-50028,HW-PC-10062,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-743548,2023-06-20,SVC-50042,HW-PC-10003,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-743549,2025-03-21,SVC-50054,HW-PC-10021,Handle Damage,Routine,Pending,,True,0
SVC-REQ-743550,2025-05-04,SVC-50116,HW-PC-10009,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743551,2025-11-15,SVC-50048,HW-PC-10027,Body Dent,Cosmetic,Pending,,True,0
SVC-REQ-743552,2024-06-20,SVC-50130,HW-PC-10030,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743553,2024-02-12,SVC-50131,HW-PC-10034,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-743554,2025-02-08,SVC-50020,HW-PC-10044,Manufacturing Defect,Critical,Resolved,8.0,True,0
SVC-REQ-743555,2025-05-29,SVC-50104,HW-PC-10015,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-743556,2023-10-01,SVC-50130,HW-PC-10002,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-743557,2023-09-16,SVC-50033,HW-PC-10012,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743558,2023-12-31,SVC-50109,HW-PC-10015,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-743559,2023-12-16,SVC-50062,HW-PC-10022,Manufacturing Defect,Critical,Resolved,5.0,True,0
SVC-REQ-743560,2025-06-22,SVC-50025,HW-PC-10006,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-743561,2024-10-31,SVC-50126,HW-PC-10047,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743562,2024-11-15,SVC-50023,HW-PC-10017,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743563,2023-04-18,SVC-50087,HW-PC-10018,Safety Valve Issue,Critical,Resolved,7.0,False,150
SVC-REQ-743564,2026-03-24,SVC-50125,HW-PC-10016,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-743565,2025-09-20,SVC-50065,HW-PC-10024,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743566,2024-07-20,SVC-50015,HW-PC-10003,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743567,2023-06-07,SVC-50061,HW-PC-10062,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743568,2025-05-02,SVC-50034,HW-PC-10049,Safety Valve Issue,Critical,Resolved,8.0,False,450
SVC-REQ-743569,2024-11-04,SVC-50118,HW-PC-10002,Pressure Loss,Critical,Resolved,9.0,False,250
SVC-REQ-743570,2025-04-12,SVC-50033,HW-PC-10062,Lid Stuck,Critical,Resolved,9.0,True,0
SVC-REQ-743571,2025-04-12,SVC-50021,HW-PC-10053,Pressure Loss,Critical,Resolved,8.0,True,0
SVC-REQ-743572,2023-09-11,SVC-50011,HW-PC-10059,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-743573,2024-03-25,SVC-50013,HW-PC-10030,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743574,2023-04-21,SVC-50012,HW-PC-10060,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743575,2026-03-10,SVC-50031,HW-PC-10016,Handle Damage,Routine,Resolved,6.0,True,0
SVC-REQ-743576,2025-08-24,SVC-50015,HW-PC-10065,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-743577,2025-12-29,SVC-50123,HW-PC-10068,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743578,2023-05-17,SVC-50051,HW-PC-10003,Lid Stuck,Critical,Resolved,7.0,False,150
SVC-REQ-743579,2024-09-25,SVC-50104,HW-PC-10020,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-743580,2025-06-19,SVC-50006,HW-PC-10018,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-743581,2023-07-13,SVC-50017,HW-PC-10067,Lid Stuck,Critical,Resolved,10.0,True,0
SVC-REQ-743582,2025-07-20,SVC-50028,HW-PC-10059,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-743583,2025-03-08,SVC-50083,HW-PC-10021,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-743584,2026-03-13,SVC-50002,HW-PC-10040,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743585,2023-08-26,SVC-50017,HW-PC-10052,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-743586,2025-02-12,SVC-50123,HW-PC-10010,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743587,2026-01-22,SVC-50126,HW-PC-10047,Gasket Replacement,Routine,Escalated,7.0,True,0
SVC-REQ-743588,2025-06-15,SVC-50136,HW-PC-10060,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743589,2024-04-03,SVC-50087,HW-PC-10060,Gasket Replacement,Routine,Resolved,5.0,False,250
SVC-REQ-743590,2023-08-01,SVC-50079,HW-PC-10062,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-743591,2026-02-14,SVC-50118,HW-PC-10049,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-743592,2023-06-12,SVC-50114,HW-PC-10059,Vent Weight Lost,Routine,Resolved,3.0,False,250
SVC-REQ-743593,2026-03-01,SVC-50084,HW-PC-10064,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743594,2024-02-24,SVC-50101,HW-PC-10005,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-743595,2025-10-26,SVC-50071,HW-PC-10007,Body Dent,Cosmetic,Resolved,5.0,True,0
SVC-REQ-743596,2024-11-21,SVC-50004,HW-PC-10058,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-743597,2025-12-14,SVC-50088,HW-PC-10001,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-743598,2024-06-30,SVC-50124,HW-PC-10023,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743599,2025-10-14,SVC-50066,HW-PC-10010,Gasket Replacement,Routine,Resolved,4.0,False,150
SVC-REQ-743600,2023-12-08,SVC-50136,HW-PC-10037,Safety Valve Issue,Critical,Pending,,True,0
SVC-REQ-743601,2024-08-16,SVC-50102,HW-PC-10064,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-743602,2025-10-10,SVC-50122,HW-PC-10035,Gasket Replacement,Routine,Resolved,7.0,True,0
SVC-REQ-743603,2023-07-31,SVC-50108,HW-PC-10019,Pressure Loss,Critical,Resolved,5.0,True,0
SVC-REQ-743604,2025-06-02,SVC-50106,HW-PC-10022,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-743605,2024-07-12,SVC-50115,HW-PC-10073,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-743606,2024-10-10,SVC-50058,HW-PC-10013,Gasket Replacement,Routine,Resolved,7.0,True,0
SVC-REQ-743607,2024-12-14,SVC-50072,HW-PC-10054,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-743608,2024-01-16,SVC-50095,HW-PC-10024,Gasket Replacement,Routine,Escalated,4.0,True,0
SVC-REQ-743609,2023-07-05,SVC-50092,HW-PC-10002,Pressure Loss,Critical,Resolved,9.0,True,0
SVC-REQ-743610,2023-04-22,SVC-50004,HW-PC-10009,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-743611,2024-07-05,SVC-50116,HW-PC-10062,Gasket Replacement,Routine,Escalated,3.0,True,0
SVC-REQ-743612,2024-01-07,SVC-50068,HW-PC-10026,Body Dent,Cosmetic,Resolved,7.0,True,0
SVC-REQ-743613,2025-02-17,SVC-50064,HW-PC-10059,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-743614,2025-05-21,SVC-50118,HW-PC-10068,Gasket Replacement,Routine,Resolved,6.0,False,250
SVC-REQ-743615,2024-09-29,SVC-50102,HW-PC-10061,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-743616,2025-01-29,SVC-50058,HW-PC-10006,Safety Valve Issue,Critical,Pending,,True,0
SVC-REQ-743617,2024-11-27,SVC-50097,HW-PC-10006,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-743618,2023-04-06,SVC-50112,HW-PC-10032,Vent Weight Lost,Routine,Resolved,4.0,False,150
SVC-REQ-743619,2025-10-04,SVC-50066,HW-PC-10027,Pressure Loss,Critical,Resolved,8.0,True,0
SVC-REQ-743620,2023-05-31,SVC-50116,HW-PC-10005,Manufacturing Defect,Critical,Resolved,7.0,False,450
SVC-REQ-743621,2024-06-16,SVC-50083,HW-PC-10020,Gasket Replacement,Routine,Resolved,5.0,False,800
SVC-REQ-743622,2023-07-22,SVC-50107,HW-PC-10009,Pressure Loss,Critical,Escalated,7.0,True,0
SVC-REQ-743623,2025-03-25,SVC-50077,HW-PC-10016,Pressure Loss,Critical,Resolved,5.0,True,0
SVC-REQ-743624,2024-03-21,SVC-50048,HW-PC-10014,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-743625,2023-06-11,SVC-50061,HW-PC-10009,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-743626,2023-05-19,SVC-50004,HW-PC-10057,Handle Damage,Routine,Resolved,6.0,True,0
SVC-REQ-743627,2023-12-07,SVC-50106,HW-PC-10018,Body Dent,Cosmetic,Resolved,5.0,True,0
SVC-REQ-743628,2025-03-31,SVC-50137,HW-PC-10041,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743629,2025-05-23,SVC-50118,HW-PC-10008,Safety Valve Issue,Critical,Escalated,6.0,True,0
SVC-REQ-743630,2023-08-12,SVC-50051,HW-PC-10041,Lid Stuck,Critical,Resolved,5.0,False,150
SVC-REQ-743631,2023-08-24,SVC-50127,HW-PC-10016,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743632,2024-12-27,SVC-50121,HW-PC-10046,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743633,2026-02-05,SVC-50026,HW-PC-10045,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743634,2024-11-20,SVC-50135,HW-PC-10051,Gasket Replacement,Routine,Resolved,3.0,False,150
SVC-REQ-743635,2025-05-18,SVC-50035,HW-PC-10061,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743636,2024-12-10,SVC-50077,HW-PC-10027,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743637,2023-07-15,SVC-50035,HW-PC-10023,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-743638,2026-01-21,SVC-50033,HW-PC-10037,Pressure Loss,Critical,Resolved,7.0,False,150
SVC-REQ-743639,2023-06-12,SVC-50107,HW-PC-10052,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-743640,2025-06-30,SVC-50079,HW-PC-10040,Handle Damage,Routine,Resolved,4.0,False,150
SVC-REQ-743641,2026-03-06,SVC-50057,HW-PC-10002,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-743642,2024-03-14,SVC-50136,HW-PC-10061,Pressure Loss,Critical,Resolved,8.0,True,0
SVC-REQ-743643,2023-10-01,SVC-50081,HW-PC-10043,Gasket Replacement,Routine,Resolved,5.0,False,1500
SVC-REQ-743644,2024-12-02,SVC-50028,HW-PC-10058,Gasket Replacement,Routine,Resolved,3.0,False,250
SVC-REQ-743645,2025-08-11,SVC-50051,HW-PC-10059,Gasket Replacement,Routine,Resolved,4.0,False,250
SVC-REQ-743646,2026-01-25,SVC-50016,HW-PC-10003,Pressure Loss,Critical,Resolved,10.0,True,0
SVC-REQ-743647,2025-05-01,SVC-50062,HW-PC-10012,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-743648,2024-04-03,SVC-50019,HW-PC-10017,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-743649,2024-09-18,SVC-50065,HW-PC-10061,Safety Valve Issue,Critical,Resolved,9.0,True,0
SVC-REQ-743650,2025-07-02,SVC-50057,HW-PC-10003,Lid Stuck,Critical,Resolved,9.0,True,0
SVC-REQ-743651,2025-08-02,SVC-50112,HW-PC-10019,Pressure Loss,Critical,Resolved,8.0,True,0
SVC-REQ-743652,2023-06-14,SVC-50014,HW-PC-10066,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-743653,2025-01-21,SVC-50069,HW-PC-10042,Manufacturing Defect,Critical,Pending,,True,0
SVC-REQ-743654,2026-02-19,SVC-50114,HW-PC-10035,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-743655,2025-07-30,SVC-50064,HW-PC-10022,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-743656,2023-04-09,SVC-50072,HW-PC-10039,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-743657,2023-11-26,SVC-50041,HW-PC-10054,Handle Damage,Routine,Resolved,2.0,True,0
SVC-REQ-743658,2024-07-22,SVC-50052,HW-PC-10069,Lid Stuck,Critical,Resolved,10.0,True,0
SVC-REQ-743659,2025-05-13,SVC-50121,HW-PC-10002,Vent Weight Lost,Routine,Resolved,6.0,True,0
SVC-REQ-743660,2024-11-22,SVC-50093,HW-PC-10014,Gasket Replacement,Routine,Resolved,3.0,True,0
